ontology_curie	biosample_name	biosample_type	biosample_life_stage	gtex_tissue	available_outputs	track_filters	total_tracks
UBERON:0002048	lung	tissue	adult		atac,cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|hCAGE UBERON:0002048|polyA plus RNA-seq|total RNA-seq	21
UBERON:0002078	right cardiac atrium	tissue	adult		atac,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|polyA plus RNA-seq|total RNA-seq	15
UBERON:0002079	left cardiac atrium	tissue	adult		atac,cage,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|hCAGE UBERON:0002079|total RNA-seq	9
UBERON:0002080	heart right ventricle	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|polyA plus RNA-seq|total RNA-seq	19
UBERON:0002084	heart left ventricle	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|hCAGE UBERON:0002084|polyA plus RNA-seq|total RNA-seq	22
UBERON:0002097	skin of body	tissue	embryonic		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
UBERON:0002099	cardiac septum	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0002106	spleen	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Spleen polyA plus RNA-seq|hCAGE UBERON:0002106|polyA plus RNA-seq|total RNA-seq	28
UBERON:0002107	liver	tissue	child		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|TF ChIP-seq ATF3|TF ChIP-seq CTCF|TF ChIP-seq EGR1|TF ChIP-seq FOXA1|TF ChIP-seq FOXA2|TF ChIP-seq GABPA|TF ChIP-seq HNF4A|TF ChIP-seq HNF4G|TF ChIP-seq JUND|TF ChIP-seq MAX|TF ChIP-seq NR2F2|TF ChIP-seq RAD21|TF ChIP-seq REST|TF ChIP-seq RXRA|TF ChIP-seq SP1|TF ChIP-seq TAF1|TF ChIP-seq YY1|TF ChIP-seq ZBTB33|hCAGE UBERON:0002107|polyA plus RNA-seq|total RNA-seq	39
UBERON:0002108	small intestine	tissue	adult		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|hCAGE UBERON:0002108|polyA plus RNA-seq	15
UBERON:0002110	gallbladder	tissue			cage	hCAGE UBERON:0002110	2
UBERON:0002113	kidney	tissue	adult		atac,cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|hCAGE UBERON:0002113|polyA plus RNA-seq|total RNA-seq	20
UBERON:0002114	duodenum	tissue			cage	hCAGE UBERON:0002114	2
UBERON:0002118	right ovary	primary_cell			cage	hCAGE UBERON:0002118	2
UBERON:0002119	left ovary	primary_cell			cage	hCAGE UBERON:0002119	2
UBERON:0002129	cerebellar cortex	tissue	adult		dnase	DNase-seq	1
UBERON:0002134	tricuspid valve	tissue			cage	hCAGE UBERON:0002134	2
UBERON:0002135	mitral valve	tissue			cage	hCAGE UBERON:0002135	2
UBERON:0002146	pulmonary valve	tissue			cage	hCAGE UBERON:0002146	2
UBERON:0002148	locus ceruleus	tissue			cage	hCAGE UBERON:0002148	2
UBERON:0002167	right lung	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0002168	left lung	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|polyA plus RNA-seq|total RNA-seq	18
UBERON:0002170	upper lobe of right lung	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|total RNA-seq	12
UBERON:0002171	lower lobe of right lung	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE UBERON:0002171|total RNA-seq	15
UBERON:0002190	subcutaneous adipose tissue	tissue	adult		atac,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|gtex Adipose_Subcutaneous polyA plus RNA-seq|total RNA-seq	10
UBERON:0002240	spinal cord	tissue	embryonic		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|hCAGE UBERON:0002240|polyA plus RNA-seq|total RNA-seq	19
UBERON:0002245	cerebellar hemisphere	tissue	adult	Brain_Cerebellar_Hemisphere	rna_seq,splice_junctions,splice_site_usage	gtex Brain_Cerebellar_Hemisphere polyA plus RNA-seq	4
UBERON:0002305	layer of hippocampus	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
UBERON:0002324	muscle of back	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0002331	umbilical cord	tissue	embryonic		cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|hCAGE UBERON:0002331|total RNA-seq	8
UBERON:0002336	corpus callosum	tissue			cage	hCAGE UBERON:0002336	2
UBERON:0002360	meninx	tissue			cage	hCAGE UBERON:0002360	2
UBERON:0002363	dura mater	tissue			cage	hCAGE UBERON:0002363	2
UBERON:0002367	prostate gland	tissue	adult		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Prostate polyA plus RNA-seq|hCAGE UBERON:0002367|total RNA-seq	18
UBERON:0002369	adrenal gland	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Adrenal_Gland polyA plus RNA-seq|hCAGE UBERON:0002369|polyA plus RNA-seq|total RNA-seq	27
UBERON:0002370	thymus	tissue	embryonic		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|hCAGE UBERON:0002370|polyA plus RNA-seq	15
UBERON:0002371	bone marrow	tissue			cage	hCAGE UBERON:0002371	2
UBERON:0002372	tonsil	tissue			cage	hCAGE UBERON:0002372	2
UBERON:0002394	bile duct	tissue	adult		atac	ATAC-seq	1
UBERON:0002448	fungiform papilla	tissue			cage	hCAGE UBERON:0002448	2
UBERON:0002469	esophagus mucosa	tissue	adult		atac,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|total RNA-seq	6
UBERON:0002581	postcentral gyrus	tissue			cage	hCAGE UBERON:0002581	2
UBERON:0002626	head of caudate nucleus	tissue	adult		dnase	DNase-seq	1
UBERON:0002686	angular gyrus	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
UBERON:0002702	middle frontal gyrus	tissue			cage	hCAGE UBERON:0002702	2
UBERON:0002740	posterior cingulate gyrus	tissue	adult		dnase	DNase-seq	1
UBERON:0002771	middle temporal gyrus	tissue			cage	hCAGE UBERON:0002771	2
UBERON:0002902	occipital pole	tissue			cage	hCAGE UBERON:0002902	2
UBERON:0002967	cingulate gyrus	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
UBERON:0003112	olfactory region	tissue			cage	hCAGE UBERON:0003112	2
UBERON:0003124	chorion	tissue	embryonic		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|polyA plus RNA-seq	10
UBERON:0003126	trachea	tissue			cage	hCAGE UBERON:0003126	2
UBERON:0003346	mucosa of rectum	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
UBERON:0003662	forelimb muscle	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0003663	hindlimb muscle	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0003701	calcaneal tendon	tissue			cage	hCAGE UBERON:0003701	2
UBERON:0003729	mouth mucosa	primary_cell			cage	hCAGE UBERON:0003729	2
UBERON:0003889	fallopian tube	tissue	adult	Fallopian_Tube	atac,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|gtex Fallopian_Tube polyA plus RNA-seq	5
UBERON:0004222	stomach smooth muscle	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	6
UBERON:0004225	respiratory system smooth muscle	primary_cell			cage	hCAGE UBERON:0004225	2
UBERON:0004264	lower leg skin	tissue	adult		chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Skin_Sun_Exposed_Lower_leg polyA plus RNA-seq|total RNA-seq	12
UBERON:0004538	left kidney	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0004539	right kidney	tissue	embryonic		dnase	DNase-seq	1
UBERON:0004550	gastroesophageal sphincter	tissue	adult		atac,chip_histone,chip_tf,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq EP300|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Esophagus_Gastroesophageal_Junction polyA plus RNA-seq|total RNA-seq	20
UBERON:0004648	esophagus muscularis mucosa	tissue	adult		chip_histone,chip_tf,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Esophagus_Muscularis polyA plus RNA-seq|total RNA-seq	18
UBERON:0004992	mucosa of descending colon	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|total RNA-seq	11
UBERON:0005033	mucosa of gallbladder	tissue	child		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0005270	renal cortex interstitium	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0005795	embryonic uterus	tissue			cage	hCAGE UBERON:0005795	2
UBERON:0006322	inferior rectus extraocular muscle	tissue			cage	hCAGE UBERON:0006322	2
UBERON:0006323	superior rectus extraocular muscle	tissue			cage	hCAGE UBERON:0006323	2
UBERON:0006330	anterior lingual gland	tissue	adult	Minor_Salivary_Gland	rna_seq,splice_junctions,splice_site_usage	gtex Minor_Salivary_Gland polyA plus RNA-seq	4
UBERON:0006469	C1 segment of cervical spinal cord	tissue	adult	Brain_Spinal_cord_cervical_c-1	rna_seq,splice_junctions,splice_site_usage	gtex Brain_Spinal_cord_cervical_c-1 polyA plus RNA-seq	4
UBERON:0006566	left ventricle myocardium	tissue	adult	Heart_Left_Ventricle	rna_seq,splice_junctions,splice_site_usage	gtex Heart_Left_Ventricle polyA plus RNA-seq	4
UBERON:0006631	right atrium auricular region	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|gtex Heart_Atrial_Appendage polyA plus RNA-seq|total RNA-seq	16
UBERON:0006659	cruciate ligament of knee	tissue			cage	hCAGE UBERON:0006659	2
UBERON:0006920	esophagus squamous epithelium	tissue	adult		chip_histone,chip_tf,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Esophagus_Mucosa polyA plus RNA-seq|total RNA-seq	17
UBERON:0007023	adult organism	primary_cell			cage	hCAGE UBERON:0007023	2
UBERON:0007106	chorionic villus	tissue	embryonic		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|polyA plus RNA-seq	6
UBERON:0007190	paracentral gyrus	tissue			cage	hCAGE UBERON:0007190	2
UBERON:0007610	tibial artery	tissue	adult	Artery_Tibial	atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|gtex Artery_Tibial polyA plus RNA-seq	13
UBERON:0008198	nail plate	tissue			cage	hCAGE UBERON:0008198	2
UBERON:0008367	breast epithelium	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Breast_Mammary_Tissue polyA plus RNA-seq|total RNA-seq	19
UBERON:0008450	psoas muscle	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|polyA plus RNA-seq|total RNA-seq	18
UBERON:0008952	upper lobe of left lung	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq EP300|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Lung polyA plus RNA-seq|total RNA-seq	19
UBERON:0008953	lower lobe of left lung	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|total RNA-seq	14
UBERON:0008971	left colon	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0009834	dorsolateral prefrontal cortex	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|gtex Brain_Frontal_Cortex_BA9 polyA plus RNA-seq|total RNA-seq	17
UBERON:0009835	anterior cingulate cortex	tissue	adult	Brain_Anterior_cingulate_cortex_BA24	rna_seq,splice_junctions,splice_site_usage	gtex Brain_Anterior_cingulate_cortex_BA24 polyA plus RNA-seq	4
UBERON:0010414	omental fat pad	tissue	adult		atac,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|TF ChIP-seq CTCF|gtex Adipose_Visceral_Omentum polyA plus RNA-seq|total RNA-seq	12
UBERON:0011907	gastrocnemius medialis	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Muscle_Skeletal polyA plus RNA-seq|total RNA-seq	18
UBERON:0012168	umbilical cord blood	primary_cell			cage	LQhCAGE UBERON:0012168	2
UBERON:0012249	ectocervix	tissue	adult	Cervix_Ectocervix	rna_seq,splice_junctions,splice_site_usage	gtex Cervix_Ectocervix polyA plus RNA-seq	4
UBERON:0012488	muscle layer of duodenum	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3	5
UBERON:0012489	muscle layer of colon	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	5
UBERON:0013756	venous blood	tissue	adult	Whole_Blood	rna_seq,splice_junctions,splice_site_usage	gtex Whole_Blood polyA plus RNA-seq	4
UBERON:0013777	skin of palm of manus	tissue			cage	hCAGE UBERON:0013777	2
UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	7
UBERON:0015143	mesenteric fat pad	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0018112	rectal smooth muscle tissue	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3	4
UBERON:0018115	left renal pelvis	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0018116	right renal pelvis	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0018117	left renal cortex interstitium	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0018118	right renal cortex interstitium	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0036149	suprapubic skin	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Skin_Not_Sun_Exposed_Suprapubic polyA plus RNA-seq|total RNA-seq	18
UBERON:1000010	mole	tissue	unknown		rna_seq	polyA plus RNA-seq	2
UBERON:8300001	right forelimb	tissue	embryonic		dnase	DNase-seq	1
UBERON:8300002	left forelimb	tissue	embryonic		dnase	DNase-seq	1
UBERON:8300003	right hindlimb	tissue	embryonic		dnase	DNase-seq	1
UBERON:8300004	left hindlimb	tissue	embryonic		dnase	DNase-seq	1
